GENE	sumZ	numObs	normZ	pval_synth	rank_synth	fdr_synth	pval_supp	rank_supp	fdr_supp
PALM2-AKAP2	-4.87	12	-0.99	0.16	2061	0.905	0.84	15997	0.948
ORMDL2	-4.87	12	-0.99	0.16	2062	0.905	0.84	15996	0.948
IL31RA	-4.87	12	-0.99	0.16	2063	0.905	0.84	15995	0.948
C7orf62	-4.86	12	-0.99	0.16	2064	0.905	0.84	15994	0.948
GSTO2	-4.86	12	-0.99	0.16	2065	0.905	0.84	15993	0.948
CCDC13	-4.86	12	-0.99	0.16	2066	0.905	0.84	15992	0.948
CDYL2	-4.86	12	-0.99	0.16	2067	0.905	0.84	15991	0.948
OR5K4	-4.86	12	-0.99	0.16	2068	0.905	0.84	15990	0.948
PAX8	-4.86	12	-0.99	0.161	2069	0.905	0.839	15989	0.948
SLC7A4	-4.85	12	-0.99	0.161	2070	0.905	0.839	15988	0.948
SYP	-4.85	12	-0.99	0.161	2071	0.905	0.839	15987	0.948
CABP1	-4.85	12	-0.99	0.161	2072	0.905	0.839	15986	0.948
TJP1	-4.85	12	-0.99	0.161	2073	0.905	0.839	15985	0.948
MAOA	-4.85	12	-0.99	0.161	2074	0.905	0.839	15984	0.948
TGFB1	-4.85	12	-0.99	0.161	2075	0.905	0.839	15983	0.948
ALG14	-4.85	12	-0.99	0.161	2076	0.905	0.839	15982	0.948
UBOX5	-4.85	12	-0.99	0.161	2077	0.905	0.839	15981	0.948
KNG1	-4.85	12	-0.99	0.161	2078	0.905	0.839	15980	0.948
SERPINB2	-4.84	12	-0.99	0.161	2079	0.905	0.839	15979	0.948
GPM6A	-4.84	12	-0.99	0.161	2080	0.905	0.839	15978	0.948
CSDC2	-4.84	12	-0.99	0.161	2081	0.905	0.839	15977	0.948
KCND2	-4.84	12	-0.99	0.161	2082	0.905	0.839	15976	0.948
ZFR	-4.84	12	-0.99	0.161	2083	0.905	0.839	15975	0.948
LRRC16A	-4.84	12	-0.99	0.161	2084	0.905	0.839	15974	0.948
SLMAP	-4.84	12	-0.99	0.161	2085	0.905	0.839	15973	0.948
RXFP1	-4.84	12	-0.99	0.161	2086	0.905	0.839	15972	0.948
SETDB2	-4.83	12	-0.99	0.162	2087	0.905	0.838	15971	0.948
PRSS58	-4.83	12	-0.99	0.162	2088	0.905	0.838	15970	0.948
ATP6AP1L	-4.83	12	-0.99	0.162	2089	0.905	0.838	15969	0.948
FNBP4	-4.83	12	-0.99	0.162	2090	0.905	0.838	15968	0.948
PIAS3	-4.83	12	-0.99	0.162	2091	0.905	0.838	15967	0.948
SAMD11	-4.83	12	-0.99	0.162	2092	0.905	0.838	15966	0.948
IPO8	-4.83	12	-0.99	0.162	2093	0.905	0.838	15965	0.948
LRRC4B	-4.83	12	-0.99	0.162	2094	0.905	0.838	15964	0.948
MED12L	-4.83	12	-0.99	0.162	2095	0.905	0.838	15963	0.948
MARCH3	-4.83	12	-0.99	0.162	2096	0.905	0.838	15962	0.948
ZNF76	-4.82	12	-0.99	0.162	2097	0.905	0.838	15961	0.948
HIST1H3I	-4.82	12	-0.99	0.162	2098	0.905	0.838	15960	0.948
KLHL8	-4.82	12	-0.99	0.162	2099	0.905	0.838	15959	0.948
GNRHR	-4.82	12	-0.99	0.162	2100	0.905	0.838	15958	0.948
PLBD2	-4.82	12	-0.99	0.162	2101	0.905	0.838	15957	0.948
ZNF7	-4.82	12	-0.99	0.162	2102	0.905	0.838	15956	0.948
TAF8	-4.82	12	-0.99	0.162	2103	0.905	0.838	15955	0.948
SCUBE1	-4.82	12	-0.99	0.162	2104	0.905	0.838	15954	0.948
ANAPC5	-4.82	12	-0.99	0.162	2105	0.905	0.838	15953	0.948
HAPLN3	-4.82	12	-0.98	0.162	2106	0.905	0.838	15952	0.948
PAQR8	-4.82	12	-0.98	0.162	2107	0.905	0.838	15951	0.948
ARHGAP9	-4.82	12	-0.98	0.162	2108	0.905	0.838	15950	0.948
LRRC10	-4.81	12	-0.98	0.162	2109	0.905	0.838	15949	0.948
MC3R	-4.81	12	-0.98	0.162	2110	0.905	0.838	15948	0.948
TIAM1	-4.81	12	-0.98	0.163	2111	0.905	0.837	15947	0.948
CDS1	-4.81	12	-0.98	0.163	2112	0.905	0.837	15946	0.948
C8orf82	-4.81	12	-0.98	0.163	2113	0.905	0.837	15945	0.948
CNIH3	-4.81	12	-0.98	0.163	2114	0.905	0.837	15944	0.948
TLX3	-4.81	12	-0.98	0.163	2115	0.905	0.837	15943	0.948
PRDM8	-4.81	12	-0.98	0.163	2116	0.905	0.837	15942	0.948
NR3C2	-4.81	12	-0.98	0.163	2117	0.905	0.837	15941	0.948
ZNF45	-4.81	12	-0.98	0.163	2118	0.905	0.837	15940	0.948
TMEM230	-4.80	12	-0.98	0.163	2119	0.905	0.837	15939	0.948
AGTR2	-4.80	12	-0.98	0.163	2120	0.905	0.837	15938	0.948
BAX	-4.80	12	-0.98	0.163	2121	0.905	0.837	15937	0.948
LILRB5	-4.80	12	-0.98	0.163	2122	0.905	0.837	15936	0.948
NDN	-4.80	12	-0.98	0.163	2123	0.905	0.837	15935	0.948
GREM2	-4.80	12	-0.98	0.163	2124	0.905	0.837	15934	0.948
LY6D	-4.79	12	-0.98	0.163	2125	0.905	0.837	15933	0.948
DHH	-4.79	12	-0.98	0.163	2126	0.905	0.837	15932	0.948
MSN	-4.79	12	-0.98	0.163	2127	0.905	0.837	15931	0.948
HOXC6	-4.79	12	-0.98	0.163	2128	0.905	0.837	15930	0.948
ETV2	-4.79	12	-0.98	0.164	2129	0.905	0.836	15929	0.948
DSCAML1	-4.79	12	-0.98	0.164	2130	0.905	0.836	15928	0.948
TBX19	-4.79	12	-0.98	0.164	2131	0.905	0.836	15927	0.948
STYX	-4.79	12	-0.98	0.164	2132	0.905	0.836	15926	0.948
PCDHGA1	-4.79	12	-0.98	0.164	2133	0.905	0.836	15925	0.948
TH	-4.78	12	-0.98	0.164	2134	0.905	0.836	15924	0.948
TRMT61B	-4.78	12	-0.98	0.164	2135	0.905	0.836	15923	0.948
TTC24	-4.78	12	-0.98	0.164	2136	0.905	0.836	15922	0.948
CSRP1	-4.78	12	-0.98	0.164	2137	0.905	0.836	15921	0.948
ITGAE	-4.78	12	-0.98	0.164	2138	0.905	0.836	15920	0.948
ACTB	-4.13	9	-0.98	0.164	2139	0.905	0.836	15919	0.948
HOXB3	-4.77	12	-0.98	0.165	2140	0.905	0.835	15918	0.948
ZBTB42	-4.77	12	-0.98	0.165	2141	0.905	0.835	15917	0.948
ASB2	-4.77	12	-0.98	0.165	2142	0.905	0.835	15916	0.948
C17orf67	-4.77	12	-0.98	0.165	2143	0.905	0.835	15915	0.948
FLVCR1	-4.77	12	-0.98	0.165	2144	0.905	0.835	15914	0.948
TMEM11	-4.77	12	-0.98	0.165	2145	0.905	0.835	15913	0.948
MAF1	-4.77	12	-0.98	0.165	2146	0.905	0.835	15912	0.948
C1orf216	-4.76	12	-0.97	0.165	2147	0.905	0.835	15911	0.948
TRAPPC12	-4.76	12	-0.97	0.165	2148	0.905	0.835	15910	0.948
OR10G4	-4.76	12	-0.97	0.165	2149	0.905	0.835	15909	0.948
DNAJC27	-4.76	12	-0.97	0.165	2150	0.905	0.835	15908	0.948
ZNF165	-4.76	12	-0.97	0.165	2151	0.905	0.835	15907	0.948
P2RX3	-4.76	12	-0.97	0.165	2152	0.905	0.835	15906	0.948
NFATC1	-4.76	12	-0.97	0.165	2153	0.905	0.835	15905	0.948
ZFP69B	-4.76	12	-0.97	0.165	2154	0.905	0.835	15904	0.948
PROCR	-4.75	12	-0.97	0.165	2155	0.905	0.835	15903	0.948
GPRC6A	-4.75	12	-0.97	0.165	2156	0.905	0.835	15902	0.948
HRH2	-4.75	12	-0.97	0.166	2157	0.905	0.834	15901	0.948
SLC6A14	-4.75	12	-0.97	0.166	2158	0.905	0.834	15900	0.948
ZNF620	-4.75	12	-0.97	0.166	2159	0.905	0.834	15899	0.948
DCAF4L2	-4.75	12	-0.97	0.166	2160	0.905	0.834	15898	0.948
SULT1C2	-4.75	12	-0.97	0.166	2161	0.905	0.834	15897	0.948
CD19	-4.75	12	-0.97	0.166	2162	0.905	0.834	15896	0.948
MYO7B	-4.75	12	-0.97	0.166	2163	0.905	0.834	15895	0.948
NRTN	-4.74	12	-0.97	0.166	2164	0.905	0.834	15894	0.948
IZUMO2	-4.74	12	-0.97	0.166	2165	0.905	0.834	15893	0.948
ZMYND19	-4.74	12	-0.97	0.166	2166	0.905	0.834	15892	0.948
SLC2A7	-4.74	12	-0.97	0.166	2167	0.905	0.834	15891	0.948
TM4SF5	-4.74	12	-0.97	0.166	2168	0.905	0.834	15890	0.948
SLC12A3	-4.74	12	-0.97	0.166	2169	0.905	0.834	15889	0.948
LAT2	-4.74	12	-0.97	0.166	2170	0.905	0.834	15888	0.948
C3orf52	-4.73	12	-0.97	0.166	2171	0.905	0.834	15887	0.948
C8orf22	-4.73	12	-0.97	0.166	2172	0.905	0.834	15886	0.948
ANKRD42	-4.73	12	-0.97	0.166	2173	0.905	0.834	15885	0.948
DLG2	-4.73	12	-0.97	0.166	2174	0.905	0.834	15884	0.948
HADHA	-4.73	12	-0.97	0.166	2175	0.905	0.834	15883	0.948
OR52E2	-4.73	12	-0.97	0.166	2176	0.905	0.834	15882	0.948
HSPB9	-4.73	12	-0.97	0.166	2177	0.905	0.834	15881	0.948
NRG4	-4.73	12	-0.97	0.166	2178	0.905	0.834	15880	0.948
IL7	-4.73	12	-0.97	0.166	2179	0.905	0.834	15879	0.948
TMEM202	-4.73	12	-0.97	0.167	2180	0.905	0.833	15878	0.948
NUDT9	-4.73	12	-0.97	0.167	2181	0.905	0.833	15877	0.948
OR6C6	-4.73	12	-0.97	0.167	2182	0.905	0.833	15876	0.948
WDR70	-4.73	12	-0.97	0.167	2183	0.905	0.833	15875	0.948
SLC43A1	-4.72	12	-0.97	0.167	2184	0.905	0.833	15874	0.948
LGALS13	-2.36	3	-0.97	0.167	2185	0.905	0.833	15873	0.948
PER3	-4.72	12	-0.97	0.167	2186	0.905	0.833	15872	0.948
LRRC72	-4.72	12	-0.97	0.167	2187	0.905	0.833	15871	0.948
ATG5	-4.72	12	-0.97	0.167	2188	0.905	0.833	15870	0.948
STC1	-4.72	12	-0.97	0.167	2189	0.905	0.833	15869	0.948
CSF2RB	-4.72	12	-0.97	0.167	2190	0.905	0.833	15868	0.948
LDLRAD1	-4.72	12	-0.97	0.167	2191	0.905	0.833	15867	0.948
KIAA0368	-4.71	12	-0.97	0.167	2192	0.905	0.833	15866	0.948
MAEA	-4.71	12	-0.97	0.167	2193	0.905	0.833	15865	0.948
TMPRSS3	-4.71	12	-0.96	0.167	2194	0.905	0.833	15864	0.948
SNED1	-4.71	12	-0.96	0.167	2195	0.905	0.833	15863	0.948
ESR1	-4.71	12	-0.96	0.167	2196	0.905	0.833	15862	0.948
TMEM25	-4.71	12	-0.96	0.167	2197	0.905	0.833	15861	0.948
MED31	-4.71	12	-0.96	0.167	2198	0.905	0.833	15860	0.948
SEMA5B	-4.71	12	-0.96	0.168	2199	0.905	0.832	15859	0.948
OR1L4	-4.71	12	-0.96	0.168	2200	0.905	0.832	15858	0.948
RNF25	-4.71	12	-0.96	0.168	2201	0.905	0.832	15857	0.948
LRP5L	-4.71	12	-0.96	0.168	2202	0.905	0.832	15856	0.948
SHISA9	-4.71	12	-0.96	0.168	2203	0.905	0.832	15855	0.948
SNPH	-4.71	12	-0.96	0.168	2204	0.905	0.832	15854	0.948
PAN3	-4.70	12	-0.96	0.168	2205	0.905	0.832	15853	0.948
FGFR1OP2	-4.70	12	-0.96	0.168	2206	0.905	0.832	15852	0.948
ZNF442	-3.33	6	-0.96	0.168	2207	0.905	0.832	15851	0.948
FGD5	-4.70	12	-0.96	0.168	2208	0.905	0.832	15850	0.948
TGFBR3	-4.70	12	-0.96	0.168	2209	0.905	0.832	15849	0.948
BTBD6	-4.70	12	-0.96	0.168	2210	0.905	0.832	15848	0.948
TARBP2	-4.70	12	-0.96	0.168	2211	0.905	0.832	15847	0.948
NOD1	-4.70	12	-0.96	0.168	2212	0.905	0.832	15846	0.948
CMSS1	-4.70	12	-0.96	0.168	2213	0.905	0.832	15845	0.948
PPP2R5D	-4.70	12	-0.96	0.168	2214	0.905	0.832	15844	0.948
KIAA1468	-4.70	12	-0.96	0.168	2215	0.905	0.832	15843	0.948
LRRC4	-4.69	12	-0.96	0.168	2216	0.905	0.832	15842	0.948
PLGRKT	-4.69	12	-0.96	0.168	2217	0.905	0.832	15841	0.948
DDIT4L	-4.69	12	-0.96	0.168	2218	0.905	0.832	15840	0.948
TRIM63	-4.69	12	-0.96	0.168	2219	0.905	0.832	15839	0.948
SLC6A2	-4.69	12	-0.96	0.168	2220	0.905	0.832	15838	0.948
CAMSAP3	-4.69	12	-0.96	0.168	2221	0.905	0.832	15837	0.948
CDRT15	-4.06	9	-0.96	0.168	2222	0.905	0.832	15836	0.948
OTUD7B	-4.69	12	-0.96	0.169	2223	0.905	0.831	15835	0.948
CWC27	-4.69	12	-0.96	0.169	2224	0.905	0.831	15834	0.948
MUM1L1	-4.68	12	-0.96	0.169	2225	0.905	0.831	15833	0.948
CD3E	-4.68	12	-0.96	0.169	2226	0.905	0.831	15832	0.948
SLC3A2	-4.68	12	-0.96	0.169	2227	0.905	0.831	15831	0.948
FOXP4	-4.68	12	-0.96	0.169	2228	0.905	0.831	15830	0.948
C1orf100	-4.68	12	-0.96	0.169	2229	0.905	0.831	15829	0.948
CCDC88A	-4.68	12	-0.96	0.169	2230	0.905	0.831	15828	0.948
CHST14	-4.67	12	-0.96	0.169	2231	0.905	0.831	15827	0.948
C10orf54	-4.67	12	-0.96	0.169	2232	0.905	0.831	15826	0.948
PHLDB2	-4.67	12	-0.96	0.169	2233	0.905	0.831	15825	0.948
TSPAN19	-4.67	12	-0.96	0.169	2234	0.905	0.831	15824	0.948
CORT	-3.30	6	-0.96	0.169	2235	0.905	0.831	15823	0.948
SESN2	-4.67	12	-0.96	0.169	2236	0.905	0.831	15822	0.948
GDF7	-4.67	12	-0.96	0.169	2237	0.905	0.831	15821	0.948
KITLG	-4.67	12	-0.96	0.169	2238	0.905	0.831	15820	0.948
IRG1	-4.66	12	-0.96	0.17	2239	0.905	0.83	15819	0.948
ZFYVE19	-4.66	12	-0.95	0.17	2240	0.905	0.83	15818	0.948
FLNC	-4.66	12	-0.95	0.17	2241	0.905	0.83	15817	0.948
SPAG7	-4.66	12	-0.95	0.17	2242	0.905	0.83	15816	0.948
EIF4A2	-4.66	12	-0.95	0.17	2243	0.905	0.83	15815	0.948
POGK	-4.66	12	-0.95	0.17	2244	0.905	0.83	15814	0.948
C1orf177	-4.66	12	-0.95	0.17	2245	0.905	0.83	15813	0.948
VWA5A	-4.66	12	-0.95	0.17	2246	0.905	0.83	15812	0.948
N4BP3	-4.65	12	-0.95	0.17	2247	0.905	0.83	15811	0.948
ADRBK2	-4.65	12	-0.95	0.17	2248	0.905	0.83	15810	0.948
DRG2	-4.65	12	-0.95	0.17	2249	0.905	0.83	15809	0.948
OR4C3	-4.65	12	-0.95	0.17	2250	0.905	0.83	15808	0.948
GNS	-4.65	12	-0.95	0.17	2251	0.905	0.83	15807	0.948
B3GNT7	-4.64	12	-0.95	0.171	2252	0.905	0.829	15806	0.947
LPHN1	-4.64	12	-0.95	0.171	2253	0.905	0.829	15805	0.947
EVI5	-4.64	12	-0.95	0.171	2254	0.905	0.829	15804	0.947
GANC	-4.64	12	-0.95	0.171	2255	0.905	0.829	15803	0.947
RAB8A	-4.64	12	-0.95	0.171	2256	0.905	0.829	15802	0.947
VSIG10	-4.64	12	-0.95	0.171	2257	0.905	0.829	15801	0.947
ZNF630	-4.64	12	-0.95	0.171	2258	0.905	0.829	15800	0.947
CCDC63	-4.64	12	-0.95	0.171	2259	0.905	0.829	15799	0.947
R3HDM2	-4.64	12	-0.95	0.171	2260	0.905	0.829	15798	0.947
MICAL3	-4.64	12	-0.95	0.171	2261	0.905	0.829	15797	0.947
PPP1R14B	-2.32	3	-0.95	0.171	2262	0.905	0.829	15796	0.947
DHRS4	-4.63	12	-0.95	0.171	2263	0.905	0.829	15795	0.947
CD34	-4.63	12	-0.95	0.171	2264	0.905	0.829	15794	0.947
SHISA5	-4.63	12	-0.95	0.171	2265	0.905	0.829	15793	0.947
TRPV2	-4.63	12	-0.95	0.171	2266	0.905	0.829	15792	0.947
PYGB	-4.63	12	-0.95	0.171	2267	0.905	0.829	15791	0.947
TSKU	-4.63	12	-0.95	0.171	2268	0.905	0.829	15790	0.947
CD248	-4.63	12	-0.95	0.171	2269	0.905	0.829	15789	0.947
KMT2C	-4.63	12	-0.95	0.171	2270	0.905	0.829	15788	0.947
IMPA2	-4.63	12	-0.95	0.171	2271	0.905	0.829	15787	0.947
PAF1	-4.63	12	-0.95	0.171	2272	0.905	0.829	15786	0.947
ARNT2	-4.62	12	-0.95	0.172	2273	0.905	0.828	15785	0.947
MLNR	-4.62	12	-0.95	0.172	2274	0.905	0.828	15784	0.947
FKBP10	-4.62	12	-0.95	0.172	2275	0.905	0.828	15783	0.947
TACR3	-4.62	12	-0.95	0.172	2276	0.905	0.828	15782	0.947
GP9	-4.62	12	-0.95	0.172	2277	0.905	0.828	15781	0.947
MDM1	-4.62	12	-0.95	0.172	2278	0.905	0.828	15780	0.947
TMPRSS15	-4.62	12	-0.95	0.172	2279	0.905	0.828	15779	0.947
KIF3A	-4.62	12	-0.95	0.172	2280	0.905	0.828	15778	0.947
MAP3K3	-4.62	12	-0.95	0.172	2281	0.905	0.828	15777	0.947
LIN7A	-4.61	12	-0.95	0.172	2282	0.905	0.828	15776	0.947
EDARADD	-4.61	12	-0.95	0.172	2283	0.905	0.828	15775	0.947
LRRC7	-4.61	12	-0.95	0.172	2284	0.905	0.828	15774	0.947
EXOC3	-4.61	12	-0.95	0.172	2285	0.905	0.828	15773	0.947
PLXNC1	-4.61	12	-0.95	0.172	2286	0.905	0.828	15772	0.947
PCDHB2	-4.61	12	-0.95	0.172	2287	0.905	0.828	15771	0.947
AASS	-4.61	12	-0.95	0.172	2288	0.905	0.828	15770	0.947
UHRF1BP1	-4.61	12	-0.95	0.172	2289	0.905	0.828	15769	0.947
RBM33	-4.61	12	-0.95	0.172	2290	0.905	0.828	15768	0.947
C7orf55	-2.30	3	-0.94	0.172	2291	0.905	0.828	15767	0.947
UMODL1	-4.61	12	-0.94	0.172	2292	0.905	0.828	15766	0.947
PPFIA3	-4.60	12	-0.94	0.172	2293	0.905	0.828	15765	0.947
CYP3A43	-4.60	12	-0.94	0.172	2294	0.905	0.828	15764	0.947
ANKRD11	-4.60	12	-0.94	0.173	2295	0.905	0.827	15763	0.947
MACROD1	-4.60	12	-0.94	0.173	2296	0.905	0.827	15762	0.947
CWC25	-4.60	12	-0.94	0.173	2297	0.905	0.827	15761	0.947
PRELP	-4.60	12	-0.94	0.173	2298	0.905	0.827	15760	0.947
KANK4	-4.60	12	-0.94	0.173	2299	0.905	0.827	15759	0.947
GTF2IRD1	-4.60	12	-0.94	0.173	2300	0.905	0.827	15758	0.947
TMCO3	-4.60	12	-0.94	0.173	2301	0.905	0.827	15757	0.947
OR8K5	-4.60	12	-0.94	0.173	2302	0.905	0.827	15756	0.947
DUPD1	-4.60	12	-0.94	0.173	2303	0.905	0.827	15755	0.947
OR2M5	-3.25	6	-0.94	0.173	2304	0.905	0.827	15754	0.947
HOXC13	-4.60	12	-0.94	0.173	2305	0.905	0.827	15753	0.947
FXYD3	-4.60	12	-0.94	0.173	2306	0.905	0.827	15752	0.947
NAT6	-4.60	12	-0.94	0.173	2307	0.905	0.827	15751	0.947
XIRP1	-4.59	12	-0.94	0.173	2308	0.905	0.827	15750	0.947
WRAP73	-4.59	12	-0.94	0.173	2309	0.905	0.827	15749	0.947
POLN	-4.59	12	-0.94	0.173	2310	0.905	0.827	15748	0.947
TAT	-4.59	12	-0.94	0.173	2311	0.905	0.827	15747	0.947
OR52A5	-4.58	12	-0.94	0.173	2312	0.905	0.827	15746	0.947
GPX5	-4.58	12	-0.94	0.173	2313	0.905	0.827	15745	0.947
TP53BP1	-4.58	12	-0.94	0.174	2314	0.905	0.826	15744	0.947
GXYLT1	-4.58	12	-0.94	0.174	2315	0.905	0.826	15743	0.947
TP53	-4.58	12	-0.94	0.174	2316	0.905	0.826	15742	0.947
SLC17A8	-4.58	12	-0.94	0.174	2317	0.905	0.826	15741	0.947
WDR37	-4.58	12	-0.94	0.174	2318	0.905	0.826	15740	0.947
PPFIA2	-4.58	12	-0.94	0.174	2319	0.905	0.826	15739	0.947
TUBA1A	-3.24	6	-0.94	0.174	2320	0.905	0.826	15738	0.947
CAMK2N2	-4.58	12	-0.94	0.174	2321	0.905	0.826	15737	0.947
GRHL2	-4.58	12	-0.94	0.174	2322	0.905	0.826	15736	0.947
MB21D2	-4.57	12	-0.94	0.174	2323	0.905	0.826	15735	0.947
LMBR1L	-4.57	12	-0.94	0.174	2324	0.905	0.826	15734	0.947
USP22	-4.57	12	-0.94	0.174	2325	0.905	0.826	15733	0.947
GCC1	-4.57	12	-0.94	0.174	2326	0.905	0.826	15732	0.947
RXRB	-4.57	12	-0.94	0.174	2327	0.905	0.826	15731	0.947
CALCOCO2	-4.57	12	-0.94	0.174	2328	0.905	0.826	15730	0.947
SLC22A15	-4.57	12	-0.94	0.174	2329	0.905	0.826	15729	0.947
PRUNE	-4.57	12	-0.94	0.174	2330	0.905	0.826	15728	0.947
ENPP6	-4.57	12	-0.94	0.174	2331	0.905	0.826	15727	0.947
DGKI	-4.57	12	-0.94	0.174	2332	0.905	0.826	15726	0.947
OR10C1	-4.57	12	-0.94	0.174	2333	0.905	0.826	15725	0.947
ARV1	-4.57	12	-0.94	0.174	2334	0.905	0.826	15724	0.947
CRISP2	-4.56	12	-0.94	0.174	2335	0.905	0.826	15723	0.947
INA	-4.56	12	-0.94	0.174	2336	0.905	0.826	15722	0.947
HSPH1	-4.56	12	-0.94	0.175	2337	0.905	0.825	15721	0.947
ITGB1	-4.56	12	-0.94	0.175	2338	0.905	0.825	15720	0.947
APLN	-4.56	12	-0.94	0.175	2339	0.905	0.825	15719	0.947
RAB13	-4.56	12	-0.94	0.175	2340	0.905	0.825	15718	0.947
FAM19A4	-4.56	12	-0.94	0.175	2341	0.905	0.825	15717	0.947
UBE2E2	-4.56	12	-0.94	0.175	2342	0.905	0.825	15716	0.947
BAMBI	-4.56	12	-0.94	0.175	2343	0.905	0.825	15715	0.947
OR4D5	-4.56	12	-0.94	0.175	2344	0.905	0.825	15714	0.947
FASTKD5	-4.56	12	-0.94	0.175	2345	0.905	0.825	15713	0.947
ZNF280B	-4.56	12	-0.94	0.175	2346	0.905	0.825	15712	0.947
AUNIP	-4.56	12	-0.94	0.175	2347	0.905	0.825	15711	0.947
TRAF4	-4.56	12	-0.94	0.175	2348	0.905	0.825	15710	0.947
FAM153C	-2.28	3	-0.93	0.175	2349	0.905	0.825	15709	0.947
KBTBD6	-4.55	12	-0.93	0.175	2350	0.905	0.825	15708	0.947
BMP2	-4.55	12	-0.93	0.175	2351	0.905	0.825	15707	0.947
AKAP1	-4.55	12	-0.93	0.175	2352	0.905	0.825	15706	0.947
C10orf115	-4.55	12	-0.93	0.175	2353	0.905	0.825	15705	0.947
ARSB	-4.55	12	-0.93	0.175	2354	0.905	0.825	15704	0.947
LATS2	-4.55	12	-0.93	0.175	2355	0.905	0.825	15703	0.947
DBN1	-4.54	12	-0.93	0.175	2356	0.905	0.825	15702	0.947
TMEM125	-4.54	12	-0.93	0.175	2357	0.905	0.825	15701	0.947
TTC21A	-4.54	12	-0.93	0.175	2358	0.905	0.825	15700	0.947
RNF6	-4.54	12	-0.93	0.176	2359	0.905	0.824	15699	0.947
PHYHD1	-4.54	12	-0.93	0.176	2360	0.905	0.824	15698	0.947
MAPKBP1	-4.54	12	-0.93	0.176	2361	0.905	0.824	15697	0.947
OAZ3	-4.54	12	-0.93	0.176	2362	0.905	0.824	15696	0.947
SFXN5	-4.54	12	-0.93	0.176	2363	0.905	0.824	15695	0.947
TBC1D2	-4.54	12	-0.93	0.176	2364	0.905	0.824	15694	0.947
LDB3	-4.54	12	-0.93	0.176	2365	0.905	0.824	15693	0.947
KCNH4	-4.54	12	-0.93	0.176	2366	0.905	0.824	15692	0.947
C4BPA	-4.54	12	-0.93	0.176	2367	0.905	0.824	15691	0.947
IFI27L1	-4.54	12	-0.93	0.176	2368	0.905	0.824	15690	0.947
ZFHX2	-4.53	12	-0.93	0.176	2369	0.905	0.824	15689	0.947
PIK3C2A	-4.53	12	-0.93	0.176	2370	0.905	0.824	15688	0.947
KCTD12	-4.53	12	-0.93	0.176	2371	0.905	0.824	15687	0.947
ZNF728	-4.53	12	-0.93	0.176	2372	0.905	0.824	15686	0.947
TPRN	-4.53	12	-0.93	0.176	2373	0.905	0.824	15685	0.947
LCE5A	-4.53	12	-0.93	0.176	2374	0.905	0.824	15684	0.947
OGFOD2	-4.53	12	-0.93	0.176	2375	0.905	0.824	15683	0.947
NKIRAS2	-4.53	12	-0.93	0.176	2376	0.905	0.824	15682	0.947
ABCA4	-4.53	12	-0.93	0.176	2377	0.905	0.824	15681	0.947
B3GNT8	-4.53	12	-0.93	0.176	2378	0.905	0.824	15680	0.947
LTB4R2	-4.53	12	-0.93	0.176	2379	0.905	0.824	15679	0.947
SP100	-4.52	12	-0.93	0.176	2380	0.905	0.824	15678	0.947
ZBTB7B	-4.52	12	-0.93	0.177	2381	0.905	0.823	15677	0.947
PRPH	-4.52	12	-0.93	0.177	2382	0.905	0.823	15676	0.947
FMO2	-4.52	12	-0.93	0.177	2383	0.905	0.823	15675	0.947
OR2F1	-4.52	12	-0.93	0.177	2384	0.905	0.823	15674	0.947
NCKAP1L	-4.52	12	-0.93	0.177	2385	0.905	0.823	15673	0.947
BTBD10	-4.52	12	-0.93	0.177	2386	0.905	0.823	15672	0.947
ALAD	-4.52	12	-0.93	0.177	2387	0.905	0.823	15671	0.947
ADCY5	-4.52	12	-0.93	0.177	2388	0.905	0.823	15670	0.947
LAMP5	-4.52	12	-0.93	0.177	2389	0.905	0.823	15669	0.947
WDR60	-4.52	12	-0.93	0.177	2390	0.905	0.823	15668	0.947
ATP2B4	-4.51	12	-0.93	0.177	2391	0.905	0.823	15667	0.947
RTP1	-4.51	12	-0.93	0.177	2392	0.905	0.823	15666	0.947
ZNF639	-4.51	12	-0.93	0.177	2393	0.905	0.823	15665	0.947
NUGGC	-4.51	12	-0.93	0.177	2394	0.905	0.823	15664	0.947
PGM5	-4.51	12	-0.93	0.177	2395	0.905	0.823	15663	0.947
RANBP6	-4.51	12	-0.93	0.177	2396	0.905	0.823	15662	0.947
ZNF585B	-3.19	6	-0.93	0.177	2397	0.905	0.823	15661	0.947
SULT1C4	-4.51	12	-0.93	0.177	2398	0.905	0.823	15660	0.947
LANCL3	-4.50	12	-0.93	0.177	2399	0.905	0.823	15659	0.947
OR5M9	-4.50	12	-0.92	0.178	2400	0.905	0.822	15658	0.947
METTL5	-4.50	12	-0.92	0.178	2401	0.905	0.822	15657	0.947
TTN	-4.50	12	-0.92	0.178	2402	0.905	0.822	15656	0.947
VPS37C	-4.50	12	-0.92	0.178	2403	0.905	0.822	15655	0.947
GBX2	-4.50	12	-0.92	0.178	2404	0.905	0.822	15654	0.947
TMEM216	-4.49	12	-0.92	0.178	2405	0.905	0.822	15653	0.947
CARD11	-4.49	12	-0.92	0.178	2406	0.905	0.822	15652	0.947
ALOXE3	-4.49	12	-0.92	0.178	2407	0.905	0.822	15651	0.947
SCXA	-4.49	12	-0.92	0.178	2408	0.905	0.822	15650	0.947
CISD1	-2.24	3	-0.92	0.178	2409	0.905	0.822	15649	0.947
